Предложение5	Описание4	2024-06-06T15:53:53.380Z	P	preview3.jpg	photo4.jpg	true	true	4.8	room	7	10	98230	Towels;Fridge	Пьер Безухов	snow@pisem.local	photo.jpg	password1	regular	a
Предложение5	Описание4	2024-06-04T15:53:53.380Z	B	preview3.jpg	photo2.jpg	false	false	3.3	room	6	10	11530	Fridge	Олег Сидоров	fish@big.local	roland.jpg	password3	regular	r
Предложение2	Описание2	2024-06-08T15:53:53.380Z	P	preview4.jpg	photo3.jpg	false	true	1.6	house	1	2	97699	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels	Олег Сидоров	president@dka.local	user.jpg	password2	regular	a
Предложение2	Описание3	2024-06-09T15:53:53.380Z	A	preview4.jpg	photo5.jpg	true	false	3.4	apartment	5	6	22681	Fridge	Пьер Безухов	fish@big.local	smite.jpg	password2	pro	m
Предложение5	Описание4	2024-06-05T15:53:53.380Z	C	preview4.jpg	photo3.jpg	true	false	3.9	house	7	2	18587	Fridge	Холи Гибни	freedom@pisem.local	awesome-avatar.jpg	password1	pro	o
Предложение4	Описание1	2024-06-08T15:53:53.380Z	C	preview4.jpg	photo2.jpg	false	true	3.2	house	7	10	15192	Towels;Fridge	Холи Гибни	president@dka.local	photo.jpg	password5	regular	o
Предложение4	Описание1	2024-06-03T15:53:53.380Z	A	preview3.jpg	photo2.jpg	true	true	1.5	hotel	5	5	84298	Washer;Towels;Fridge	Иван Иванов	snow@pisem.local	roland.jpg	password3	pro	m
Предложение1	Описание4	2024-06-03T15:53:53.380Z	A	preview1.jpg	photo2.jpg	false	false	1.8	room	1	4	33985	Baby seat;Washer;Towels;Fridge	Олег Сидоров	freedom@pisem.local	roland.jpg	password1	regular	m
Предложение3	Описание5	2024-06-07T15:53:53.380Z	B	preview4.jpg	photo5.jpg	true	false	2.2	house	2	2	10281	Air conditioning;Laptop friendly workspace;Baby seat	Иван Иванов	president@dka.local	smite.jpg	password2	regular	r
Предложение4	Описание3	2024-06-08T15:53:53.380Z	C	preview4.jpg	photo1.jpg	false	true	4.2	house	1	5	1165	Fridge	Иван Иванов	snow@pisem.local	user.jpg	password3	regular	o
Предложение4	Описание4	2024-06-05T15:53:53.380Z	B	preview4.jpg	photo3.jpg	false	true	3.9	apartment	2	2	43990	Breakfast;Air conditioning;Laptop friendly workspace	Иван Иванов	snow@pisem.local	roland.jpg	password2	pro	r
Предложение3	Описание3	2024-06-07T15:53:53.380Z	C	preview1.jpg	photo3.jpg	false	false	3.6	room	5	9	42177	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Роланд Дискейн	fish@big.local	smite.jpg	password4	pro	o
Предложение4	Описание4	2024-06-07T15:53:53.380Z	A	preview2.jpg	photo3.jpg	false	false	1.8	apartment	7	1	68102	Fridge	Олег Сидоров	president@dka.local	photo.jpg	password4	pro	m
Предложение3	Описание3	2024-06-04T15:53:53.380Z	C	preview1.jpg	photo3.jpg	false	false	4.6	house	7	10	65229	Laptop friendly workspace;Baby seat;Washer;Towels	Пьер Безухов	president@dka.local	smite.jpg	password5	regular	o
Предложение1	Описание5	2024-06-07T15:53:53.380Z	B	preview2.jpg	photo5.jpg	true	true	2.8	hotel	5	7	84317	Laptop friendly workspace;Baby seat;Washer	Холи Гибни	president@dka.local	awesome-avatar.jpg	password1	regular	r
Предложение3	Описание4	2024-06-07T15:53:53.380Z	C	preview1.jpg	photo2.jpg	true	false	3	house	5	7	70649	Towels;Fridge	Олег Сидоров	fish@big.local	smite.jpg	password4	regular	o
Предложение4	Описание3	2024-06-04T15:53:53.380Z	C	preview4.jpg	photo3.jpg	true	false	4.9	house	2	9	70908	Breakfast;Air conditioning;Laptop friendly workspace;Baby seat	Роланд Дискейн	test@pisem.local	photo.jpg	password2	regular	o
Предложение2	Описание4	2024-06-05T15:53:53.381Z	C	preview5.jpg	photo5.jpg	false	true	2.7	house	2	3	11233	Baby seat;Washer;Towels	Иван Иванов	snow@pisem.local	photo.jpg	password2	pro	o
Предложение4	Описание1	2024-06-07T15:53:53.381Z	C	preview3.jpg	photo4.jpg	false	false	4.8	hotel	7	1	91144	Towels;Fridge	Пьер Безухов	test@pisem.local	roland.jpg	password2	pro	o
Предложение3	Описание2	2024-06-05T15:53:53.381Z	B	preview4.jpg	photo5.jpg	false	true	4	house	2	8	8812	Laptop friendly workspace;Baby seat;Washer;Towels	Роланд Дискейн	freedom@pisem.local	smite.jpg	password1	pro	r
Предложение4	Описание1	2024-06-09T15:53:53.381Z	C	preview4.jpg	photo5.jpg	true	false	2.2	house	5	8	73213	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Роланд Дискейн	fish@big.local	awesome-avatar.jpg	password2	regular	o
Предложение3	Описание2	2024-06-04T15:53:53.381Z	B	preview5.jpg	photo5.jpg	true	true	2.1	house	1	5	22869	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Олег Сидоров	test@pisem.local	awesome-avatar.jpg	password5	regular	r
Предложение1	Описание5	2024-06-05T15:53:53.381Z	C	preview3.jpg	photo3.jpg	false	false	3.4	house	1	3	12763		Пьер Безухов	snow@pisem.local	smite.jpg	password1	regular	o
Предложение3	Описание2	2024-06-04T15:53:53.381Z	A	preview2.jpg	photo5.jpg	false	false	4.2	room	5	4	80096	Laptop friendly workspace;Baby seat	Пьер Безухов	president@dka.local	user.jpg	password3	regular	m
Предложение2	Описание2	2024-06-08T15:53:53.381Z	C	preview4.jpg	photo4.jpg	true	true	1.3	apartment	4	8	84007	Towels;Fridge	Иван Иванов	freedom@pisem.local	roland.jpg	password2	regular	o
Предложение4	Описание2	2024-06-06T15:53:53.381Z	B	preview4.jpg	photo3.jpg	false	true	4.6	apartment	3	2	998	Baby seat;Washer;Towels;Fridge	Роланд Дискейн	fish@big.local	smite.jpg	password5	pro	r
Предложение5	Описание5	2024-06-04T15:53:53.381Z	H	preview1.jpg	photo2.jpg	true	false	4.7	hotel	3	7	92929	Air conditioning;Laptop friendly workspace;Baby seat;Washer	Олег Сидоров	president@dka.local	awesome-avatar.jpg	password4	regular	a
Предложение4	Описание5	2024-06-05T15:53:53.381Z	P	preview3.jpg	photo3.jpg	true	true	1.8	house	3	6	75998	Laptop friendly workspace;Baby seat;Washer	Олег Сидоров	fish@big.local	photo.jpg	password2	regular	a
Предложение4	Описание1	2024-06-05T15:53:53.381Z	A	preview2.jpg	photo4.jpg	false	false	3	house	5	5	43062	Towels;Fridge	Холи Гибни	fish@big.local	roland.jpg	password4	regular	m
Предложение3	Описание5	2024-06-03T15:53:53.381Z	A	preview4.jpg	photo3.jpg	true	true	2.4	apartment	5	5	22445	Laptop friendly workspace;Baby seat	Олег Сидоров	test@pisem.local	roland.jpg	password1	pro	m
Предложение4	Описание5	2024-06-05T15:53:53.381Z	H	preview4.jpg	photo2.jpg	true	false	1.9	hotel	3	4	69897	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Олег Сидоров	test@pisem.local	awesome-avatar.jpg	password3	regular	a
Предложение1	Описание1	2024-06-06T15:53:53.381Z	B	preview4.jpg	photo2.jpg	false	true	1.4	hotel	2	4	53150	Air conditioning	Роланд Дискейн	test@pisem.local	photo.jpg	password1	regular	r
Предложение4	Описание1	2024-06-07T15:53:53.381Z	H	preview3.jpg	photo4.jpg	false	true	3.8	apartment	3	3	3735	Laptop friendly workspace;Baby seat;Washer;Towels	Пьер Безухов	freedom@pisem.local	photo.jpg	password4	pro	a
Предложение2	Описание5	2024-06-04T15:53:53.381Z	C	preview2.jpg	photo1.jpg	false	true	4.9	apartment	7	10	47790	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Пьер Безухов	test@pisem.local	roland.jpg	password2	pro	o
Предложение3	Описание2	2024-06-07T15:53:53.381Z	A	preview4.jpg	photo3.jpg	true	true	3.8	apartment	5	7	62094	Towels;Fridge	Холи Гибни	test@pisem.local	awesome-avatar.jpg	password1	regular	m
Предложение5	Описание4	2024-06-06T15:53:53.381Z	P	preview4.jpg	photo4.jpg	true	false	2.8	house	2	9	68925	Laptop friendly workspace;Baby seat;Washer;Towels	Иван Иванов	president@dka.local	awesome-avatar.jpg	password2	pro	a
Предложение2	Описание2	2024-06-07T15:53:53.381Z	A	preview3.jpg	photo4.jpg	true	true	3	apartment	5	4	66183	Baby seat;Washer;Towels;Fridge	Холи Гибни	president@dka.local	user.jpg	password3	pro	m
Предложение1	Описание5	2024-06-03T15:53:53.381Z	B	preview2.jpg	photo2.jpg	false	false	4.3	house	2	1	61626	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Олег Сидоров	snow@pisem.local	photo.jpg	password4	regular	r
Предложение3	Описание1	2024-06-05T15:53:53.381Z	C	preview4.jpg	photo4.jpg	false	true	1.9	house	6	5	59612	Washer;Towels;Fridge	Иван Иванов	fish@big.local	awesome-avatar.jpg	password4	pro	o
Предложение3	Описание3	2024-06-09T15:53:53.381Z	C	preview2.jpg	photo3.jpg	false	false	3.9	house	7	8	72178	Breakfast;Air conditioning;Laptop friendly workspace	Холи Гибни	president@dka.local	user.jpg	password5	regular	o
Предложение3	Описание3	2024-06-07T15:53:53.381Z	B	preview4.jpg	photo2.jpg	false	true	4.1	house	3	6	86729	Laptop friendly workspace;Baby seat;Washer	Олег Сидоров	snow@pisem.local	awesome-avatar.jpg	password2	regular	r
Предложение4	Описание4	2024-06-07T15:53:53.381Z	B	preview2.jpg	photo2.jpg	true	true	1.9	room	6	2	9378	Air conditioning	Пьер Безухов	snow@pisem.local	roland.jpg	password5	pro	r
Предложение3	Описание4	2024-06-06T15:53:53.381Z	A	preview4.jpg	photo4.jpg	false	true	2	hotel	1	6	95755	Laptop friendly workspace;Baby seat;Washer	Роланд Дискейн	president@dka.local	photo.jpg	password4	regular	m
Предложение3	Описание2	2024-06-06T15:53:53.381Z	B	preview3.jpg	photo4.jpg	false	false	4.4	house	4	6	28542	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Роланд Дискейн	test@pisem.local	smite.jpg	password3	regular	r
Предложение2	Описание3	2024-06-06T15:53:53.381Z	H	preview2.jpg	photo5.jpg	true	false	2.2	room	7	3	49288	Fridge	Иван Иванов	fish@big.local	photo.jpg	password3	pro	a
Предложение2	Описание2	2024-06-08T15:53:53.382Z	H	preview4.jpg	photo3.jpg	false	true	2	house	6	7	69629	Air conditioning;Laptop friendly workspace	Олег Сидоров	president@dka.local	user.jpg	password2	pro	a
Предложение1	Описание1	2024-06-04T15:53:53.382Z	A	preview2.jpg	photo3.jpg	false	false	1.5	room	5	4	14824	Towels;Fridge	Олег Сидоров	president@dka.local	awesome-avatar.jpg	password3	regular	m
Предложение3	Описание2	2024-06-03T15:53:53.382Z	A	preview3.jpg	photo2.jpg	true	false	4.5	apartment	8	2	64227	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Олег Сидоров	president@dka.local	roland.jpg	password2	pro	m
Предложение1	Описание3	2024-06-09T15:53:53.382Z	C	preview2.jpg	photo3.jpg	false	false	3.4	apartment	5	8	66226	Towels;Fridge	Олег Сидоров	fish@big.local	awesome-avatar.jpg	password3	pro	o
Предложение2	Описание3	2024-06-08T15:53:53.382Z	C	preview3.jpg	photo4.jpg	false	true	3.7	room	3	9	81900	Baby seat;Washer;Towels;Fridge	Олег Сидоров	snow@pisem.local	awesome-avatar.jpg	password3	regular	o
Предложение2	Описание5	2024-06-04T15:53:53.382Z	H	preview3.jpg	photo4.jpg	false	true	1.9	apartment	5	2	88533	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Пьер Безухов	fish@big.local	roland.jpg	password4	regular	a
Предложение2	Описание2	2024-06-07T15:53:53.382Z	B	preview3.jpg	photo2.jpg	true	true	2.8	hotel	7	2	32249	Fridge	Пьер Безухов	test@pisem.local	roland.jpg	password2	regular	r
Предложение2	Описание3	2024-06-07T15:53:53.382Z	C	preview2.jpg	photo4.jpg	true	false	3.3	room	8	3	41626	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Роланд Дискейн	test@pisem.local	awesome-avatar.jpg	password2	regular	o
Предложение1	Описание5	2024-06-03T15:53:53.382Z	B	preview1.jpg	photo2.jpg	false	false	2.7	house	7	1	42115	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Иван Иванов	fish@big.local	user.jpg	password3	pro	r
Предложение1	Описание3	2024-06-03T15:53:53.382Z	A	preview2.jpg	photo4.jpg	false	false	4.9	house	2	5	52973	Breakfast	Олег Сидоров	president@dka.local	awesome-avatar.jpg	password4	regular	m
Предложение4	Описание4	2024-06-06T15:53:53.382Z	P	preview2.jpg	photo4.jpg	true	true	3.8	room	2	8	48133	Towels;Fridge	Пьер Безухов	snow@pisem.local	awesome-avatar.jpg	password2	regular	a
Предложение3	Описание4	2024-06-09T15:53:53.394Z	C	preview3.jpg	photo5.jpg	false	false	3.1	hotel	7	5	78869	Breakfast;Air conditioning;Laptop friendly workspace;Baby seat	Роланд Дискейн	fish@big.local	photo.jpg	password4	pro	o
Предложение2	Описание4	2024-06-05T15:53:53.394Z	A	preview3.jpg	photo3.jpg	false	false	1.4	house	1	7	51945	Baby seat;Washer;Towels;Fridge	Холи Гибни	snow@pisem.local	smite.jpg	password3	pro	m
Предложение2	Описание3	2024-06-06T15:53:53.394Z	H	preview4.jpg	photo4.jpg	true	false	3.4	room	3	8	89397	Washer;Towels;Fridge	Роланд Дискейн	fish@big.local	user.jpg	password5	pro	a
Предложение4	Описание4	2024-06-07T15:53:53.394Z	C	preview4.jpg	photo4.jpg	false	true	1.5	house	7	4	72000	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Олег Сидоров	president@dka.local	photo.jpg	password4	pro	o
Предложение1	Описание4	2024-06-07T15:53:53.394Z	H	preview3.jpg	photo3.jpg	false	true	3.2	apartment	3	8	84048	Breakfast	Пьер Безухов	fish@big.local	smite.jpg	password2	regular	a
Предложение2	Описание4	2024-06-08T15:53:53.394Z	B	preview4.jpg	photo5.jpg	false	true	3.7	house	7	9	91619	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels	Холи Гибни	snow@pisem.local	user.jpg	password4	regular	r
Предложение3	Описание1	2024-06-06T15:53:53.394Z	A	preview2.jpg	photo4.jpg	false	false	3.8	hotel	5	9	90217	Washer;Towels;Fridge	Холи Гибни	fish@big.local	photo.jpg	password2	regular	m
Предложение4	Описание3	2024-06-03T15:53:53.394Z	C	preview3.jpg	photo3.jpg	true	false	2.9	apartment	7	4	69899	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Холи Гибни	test@pisem.local	photo.jpg	password3	regular	o
Предложение4	Описание3	2024-06-05T15:53:53.394Z	B	preview3.jpg	photo2.jpg	false	false	4.8	hotel	6	5	24152	Washer;Towels;Fridge	Иван Иванов	test@pisem.local	user.jpg	password4	regular	r
Предложение3	Описание3	2024-06-04T15:53:53.394Z	B	preview3.jpg	photo5.jpg	true	false	2.9	apartment	7	3	35028	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Пьер Безухов	test@pisem.local	roland.jpg	password4	regular	r
Предложение2	Описание1	2024-06-07T15:53:53.394Z	P	preview4.jpg	photo3.jpg	true	true	3.2	house	5	7	71029	Towels;Fridge	Олег Сидоров	fish@big.local	roland.jpg	password2	regular	a
Предложение4	Описание3	2024-06-06T15:53:53.394Z	A	preview3.jpg	photo2.jpg	true	false	4.8	room	2	5	79994	Baby seat;Washer;Towels	Пьер Безухов	president@dka.local	roland.jpg	password3	regular	m
Предложение3	Описание1	2024-06-03T15:53:53.394Z	H	preview5.jpg	photo4.jpg	true	false	4.7	room	6	9	93690	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Пьер Безухов	fish@big.local	user.jpg	password2	regular	a
Предложение3	Описание3	2024-06-06T15:53:53.394Z	A	preview5.jpg	photo4.jpg	true	false	1.4	room	6	7	10671	Towels;Fridge	Олег Сидоров	president@dka.local	roland.jpg	password4	pro	m
Предложение5	Описание5	2024-06-07T15:53:53.394Z	B	preview2.jpg	photo4.jpg	true	false	1.3	hotel	6	2	8585	Washer;Towels;Fridge	Пьер Безухов	test@pisem.local	awesome-avatar.jpg	password1	regular	r
Предложение2	Описание2	2024-06-08T15:53:53.394Z	C	preview3.jpg	photo3.jpg	true	false	3.6	hotel	5	4	56035	Air conditioning;Laptop friendly workspace	Пьер Безухов	fish@big.local	roland.jpg	password4	regular	o
Предложение4	Описание2	2024-06-04T15:53:53.394Z	A	preview5.jpg	photo3.jpg	false	false	4	apartment	5	3	60219	Laptop friendly workspace;Baby seat;Washer	Пьер Безухов	test@pisem.local	photo.jpg	password3	pro	m
Предложение4	Описание4	2024-06-07T15:53:53.394Z	B	preview3.jpg	photo3.jpg	false	false	2.7	room	4	6	13829	Air conditioning;Laptop friendly workspace;Baby seat;Washer	Олег Сидоров	freedom@pisem.local	user.jpg	password4	pro	r
Предложение2	Описание3	2024-06-08T15:53:53.394Z	C	preview2.jpg	photo2.jpg	true	true	2.4	room	5	9	8903	Baby seat;Washer;Towels;Fridge	Холи Гибни	freedom@pisem.local	roland.jpg	password4	pro	o
Предложение4	Описание2	2024-06-04T15:53:53.394Z	P	preview2.jpg	photo3.jpg	false	false	1.2	room	2	1	34285	Breakfast;Air conditioning;Laptop friendly workspace;Baby seat;Washer	Роланд Дискейн	snow@pisem.local	photo.jpg	password2	pro	a
Предложение4	Описание3	2024-06-03T15:53:53.394Z	A	preview2.jpg	photo5.jpg	false	true	2.2	room	3	8	68908	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Роланд Дискейн	president@dka.local	awesome-avatar.jpg	password5	pro	m
Предложение5	Описание4	2024-06-04T15:53:53.394Z	C	preview5.jpg	photo3.jpg	true	true	3.6	room	4	3	90460	Baby seat;Washer;Towels;Fridge	Иван Иванов	test@pisem.local	user.jpg	password5	regular	o
Предложение4	Описание3	2024-06-06T15:53:53.394Z	P	preview2.jpg	photo2.jpg	false	false	2.3	apartment	8	2	88172	Towels;Fridge	Роланд Дискейн	test@pisem.local	roland.jpg	password3	pro	a
Предложение4	Описание4	2024-06-04T15:53:53.394Z	P	preview3.jpg	photo5.jpg	true	false	4.1	room	1	2	46999	Air conditioning;Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Иван Иванов	president@dka.local	smite.jpg	password5	pro	a
Предложение2	Описание2	2024-06-09T15:53:53.394Z	H	preview3.jpg	photo5.jpg	false	true	3	room	2	5	53851	Breakfast	Пьер Безухов	snow@pisem.local	user.jpg	password3	regular	a
Предложение1	Описание3	2024-06-08T15:53:53.394Z	C	preview3.jpg	photo4.jpg	true	false	2.6	room	8	9	4222	Washer;Towels;Fridge	Олег Сидоров	test@pisem.local	awesome-avatar.jpg	password4	pro	o
Предложение3	Описание4	2024-06-06T15:53:53.394Z	A	preview2.jpg	photo3.jpg	true	false	4.7	room	5	5	94334	Laptop friendly workspace;Baby seat;Washer;Towels;Fridge	Роланд Дискейн	snow@pisem.local	user.jpg	password3	pro	m
Предложение3	Описание5	2024-06-06T15:53:53.394Z	A	preview1.jpg	photo3.jpg	false	true	1.3	apartment	5	5	55672		Олег Сидоров	fish@big.local	photo.jpg	password3	regular	m
Предложение2	Описание4	2024-06-04T15:53:53.394Z	C	preview5.jpg	photo2.jpg	true	false	2.7	house	8	4	51150	Towels;Fridge	Иван Иванов	freedom@pisem.local	photo.jpg	password5	regular	o
